condition nsolution basis generalization length runtime answer
0 820 TSKHIE bc 26 17 'a'
0 820 TSKHIE ca 26 17 'a'
0 820 TSKHIE cb 26 17 'a'
0 820 TSKHIE cc 26 17 'a'
0 821 TSKHIE aa 26 17 'a'
0 821 TSKHIE ab 26 17 'a'
0 821 TSKHIE ac 26 17 'a'
0 821 TSKHIE ba 26 17 'a'
0 821 TSKHIE bb 26 17 'a'
0 821 TSKHIE bc 26 17 'a'
0 821 TSKHIE ca 26 17 'a'
0 821 TSKHIE cb 26 17 'a'
0 821 TSKHIE cc 26 17 'a'
0 822 TSKHIE aa 26 17 'a'
0 822 TSKHIE ab 26 17 'a'
0 822 TSKHIE ac 26 17 'a'
0 822 TSKHIE ba 26 17 'a'
0 822 TSKHIE bb 26 17 'a'
0 822 TSKHIE bc 26 17 'a'
0 822 TSKHIE ca 26 17 'a'
0 822 TSKHIE cb 26 17 'a'
0 822 TSKHIE cc 26 17 'a'
0 823 TSKHIE aa 26 17 'a'
0 823 TSKHIE ab 26 17 'a'
0 823 TSKHIE ac 26 17 'a'
0 823 TSKHIE ba 26 17 'a'
0 823 TSKHIE bb 26 17 'a'
0 823 TSKHIE bc 26 17 'a'
0 823 TSKHIE ca 26 17 'a'
0 823 TSKHIE cb 26 17 'a'
0 823 TSKHIE cc 26 17 'a'
0 824 TSKHIE aa 26 17 'a'
0 824 TSKHIE ab 26 17 'a'
0 824 TSKHIE ac 26 17 'a'
0 824 TSKHIE ba 26 17 'a'
0 824 TSKHIE bb 26 17 'a'
0 824 TSKHIE bc 26 17 'a'
0 824 TSKHIE ca 26 17 'a'
0 824 TSKHIE cb 26 17 'a'
0 824 TSKHIE cc 26 17 'a'
0 825 TSKHIE aa 26 17 'a'
0 825 TSKHIE ab 26 17 'a'
0 825 TSKHIE ac 26 17 'a'
0 825 TSKHIE ba 26 17 'a'
0 825 TSKHIE bb 26 17 'a'
0 825 TSKHIE bc 26 17 'a'
0 825 TSKHIE ca 26 17 'a'
0 825 TSKHIE cb 26 17 'a'
0 825 TSKHIE cc 26 17 'a'
0 826 TSKHIE aa 26 17 'a'
0 826 TSKHIE ab 26 17 'a'
0 826 TSKHIE ac 26 17 'a'
0 826 TSKHIE ba 26 17 'a'
0 826 TSKHIE bb 26 17 'a'
0 826 TSKHIE bc 26 17 'a'
0 826 TSKHIE ca 26 17 'a'
0 826 TSKHIE cb 26 17 'a'
0 826 TSKHIE cc 26 17 'a'
0 827 TSKHIE aa 26 17 'a'
0 827 TSKHIE ab 26 17 'a'
0 827 TSKHIE ac 26 17 'a'
0 827 TSKHIE ba 26 17 'a'
0 827 TSKHIE bb 26 17 'a'
0 827 TSKHIE bc 26 17 'a'
0 827 TSKHIE ca 26 17 'a'
0 827 TSKHIE cb 26 17 'a'
0 827 TSKHIE cc 26 17 'a'
0 828 TSKHIE aa 26 17 'a'
0 828 TSKHIE ab 26 17 'a'
0 828 TSKHIE ac 26 17 'a'
0 828 TSKHIE ba 26 17 'a'
0 828 TSKHIE bb 26 17 'a'
0 828 TSKHIE bc 26 17 'a'
0 828 TSKHIE ca 26 17 'a'
0 828 TSKHIE cb 26 17 'a'
0 828 TSKHIE cc 26 17 'a'
0 829 TSKHIE aa 26 17 'a'
0 829 TSKHIE ab 26 17 'a'
0 829 TSKHIE ac 26 17 'a'
0 829 TSKHIE ba 26 17 'a'
0 829 TSKHIE bb 26 17 'a'
0 829 TSKHIE bc 26 17 'a'
0 829 TSKHIE ca 26 17 'a'
0 829 TSKHIE cb 26 17 'a'
0 829 TSKHIE cc 26 17 'a'
0 830 TSKHIE aa 26 17 'a'
0 830 TSKHIE ab 26 17 'a'
0 830 TSKHIE ac 26 17 'a'
0 830 TSKHIE ba 26 17 'a'
0 830 TSKHIE bb 26 17 'a'
0 830 TSKHIE bc 26 17 'a'
0 830 TSKHIE ca 26 17 'a'
0 830 TSKHIE cb 26 17 'a'
0 830 TSKHIE cc 26 17 'a'
0 831 TSKHIE aa 26 17 'a'
0 831 TSKHIE ab 26 17 'a'
0 831 TSKHIE ac 26 17 'a'
0 831 TSKHIE ba 26 17 'a'
0 831 TSKHIE bb 26 17 'a'
0 831 TSKHIE bc 26 17 'a'
0 831 TSKHIE ca 26 17 'a'
0 831 TSKHIE cb 26 17 'a'
0 831 TSKHIE cc 26 17 'a'
0 832 TSKHIE aa 26 17 'a'
0 832 TSKHIE ab 26 17 'a'
0 832 TSKHIE ac 26 17 'a'
0 832 TSKHIE ba 26 17 'a'
0 832 TSKHIE bb 26 17 'a'
0 832 TSKHIE bc 26 17 'a'
0 832 TSKHIE ca 26 17 'a'
0 832 TSKHIE cb 26 17 'a'
0 832 TSKHIE cc 26 17 'a'
0 833 TSKHIE aa 26 17 'a'
0 833 TSKHIE ab 26 17 'a'
0 833 TSKHIE ac 26 17 'a'
0 833 TSKHIE ba 26 17 'a'
0 833 TSKHIE bb 26 17 'a'
0 833 TSKHIE bc 26 17 'a'
0 833 TSKHIE ca 26 17 'a'
0 833 TSKHIE cb 26 17 'a'
0 833 TSKHIE cc 26 17 'a'
0 834 TSKHIE aa 26 17 'a'
0 834 TSKHIE ab 26 17 'a'
0 834 TSKHIE ac 26 17 'a'
0 834 TSKHIE ba 26 17 'a'
0 834 TSKHIE bb 26 17 'a'
0 834 TSKHIE bc 26 17 'a'
0 834 TSKHIE ca 26 17 'a'
0 834 TSKHIE cb 26 17 'a'
0 834 TSKHIE cc 26 17 'a'
0 835 TSKHIE aa 26 17 'a'
0 835 TSKHIE ab 26 17 'a'
0 835 TSKHIE ac 26 17 'a'
0 835 TSKHIE ba 26 17 'a'
0 835 TSKHIE bb 26 17 'a'
0 835 TSKHIE bc 26 17 'a'
0 835 TSKHIE ca 26 17 'a'
0 835 TSKHIE cb 26 17 'a'
0 835 TSKHIE cc 26 17 'a'
0 836 TSKHIE aa 26 17 'a'
0 836 TSKHIE ab 26 17 'a'
0 836 TSKHIE ac 26 17 'a'
0 836 TSKHIE ba 26 17 'a'
0 836 TSKHIE bb 26 17 'a'
0 836 TSKHIE bc 26 17 'a'
0 836 TSKHIE ca 26 17 'a'
0 836 TSKHIE cb 26 17 'a'
0 836 TSKHIE cc 26 17 'a'
0 837 TSKHIE aa 26 17 'a'
0 837 TSKHIE ab 26 17 'a'
0 837 TSKHIE ac 26 17 'a'
0 837 TSKHIE ba 26 17 'a'
0 837 TSKHIE bb 26 17 'a'
0 837 TSKHIE bc 26 17 'a'
0 837 TSKHIE ca 26 17 'a'
0 837 TSKHIE cb 26 17 'a'
0 837 TSKHIE cc 26 17 'a'
0 838 TSKHIE aa 26 17 'a'
0 838 TSKHIE ab 26 17 'a'
0 838 TSKHIE ac 26 17 'a'
0 838 TSKHIE ba 26 17 'a'
0 838 TSKHIE bb 26 17 'a'
0 838 TSKHIE bc 26 17 'a'
0 838 TSKHIE ca 26 17 'a'
0 838 TSKHIE cb 26 17 'a'
0 838 TSKHIE cc 26 17 'a'
0 839 TSKHIE aa 26 17 'a'
0 839 TSKHIE ab 26 17 'a'
0 839 TSKHIE ac 26 17 'a'
0 839 TSKHIE ba 26 17 'a'
0 839 TSKHIE bb 26 17 'a'
0 839 TSKHIE bc 26 17 'a'
0 839 TSKHIE ca 26 17 'a'
0 839 TSKHIE cb 26 17 'a'
0 839 TSKHIE cc 26 17 'a'
0 840 TSKHIE aa 26 17 'a'
0 840 TSKHIE ab 26 17 'a'
0 840 TSKHIE ac 26 17 'a'
0 840 TSKHIE ba 26 17 'a'
0 840 TSKHIE bb 26 17 'a'
0 840 TSKHIE bc 26 17 'a'
0 840 TSKHIE ca 26 17 'a'
0 840 TSKHIE cb 26 17 'a'
0 840 TSKHIE cc 26 17 'a'
0 841 TSKHIE aa 26 17 'a'
0 841 TSKHIE ab 26 17 'a'
0 841 TSKHIE ac 26 17 'a'
0 841 TSKHIE ba 26 17 'a'
0 841 TSKHIE bb 26 17 'a'
0 841 TSKHIE bc 26 17 'a'
0 841 TSKHIE ca 26 17 'a'
0 841 TSKHIE cb 26 17 'a'
0 841 TSKHIE cc 26 17 'a'
0 842 TSKHIE aa 26 17 'a'
0 842 TSKHIE ab 26 17 'a'
0 842 TSKHIE ac 26 17 'a'
0 842 TSKHIE ba 26 17 'a'
0 842 TSKHIE bb 26 17 'a'
0 842 TSKHIE bc 26 17 'a'
0 842 TSKHIE ca 26 17 'a'
0 842 TSKHIE cb 26 17 'a'
0 842 TSKHIE cc 26 17 'a'
0 843 TSKHIE aa 26 17 'a'
0 843 TSKHIE ab 26 17 'a'
0 843 TSKHIE ac 26 17 'a'
0 843 TSKHIE ba 26 17 'a'
0 843 TSKHIE bb 26 17 'a'
0 843 TSKHIE bc 26 17 'a'
0 843 TSKHIE ca 26 17 'a'
0 843 TSKHIE cb 26 17 'a'
0 843 TSKHIE cc 26 17 'a'
0 844 TSKHIE aa 26 17 'a'
0 844 TSKHIE ab 26 17 'a'
0 844 TSKHIE ac 26 17 'a'
0 844 TSKHIE ba 26 17 'a'
0 844 TSKHIE bb 26 17 'a'
0 844 TSKHIE bc 26 17 'a'
0 844 TSKHIE ca 26 17 'a'
0 844 TSKHIE cb 26 17 'a'
0 844 TSKHIE cc 26 17 'a'
0 845 TSKHIE aa 26 17 'a'
0 845 TSKHIE ab 26 17 'a'
0 845 TSKHIE ac 26 17 'a'
0 845 TSKHIE ba 26 17 'a'
0 845 TSKHIE bb 26 17 'a'
0 845 TSKHIE bc 26 17 'a'
0 845 TSKHIE ca 26 17 'a'
0 845 TSKHIE cb 26 17 'a'
0 845 TSKHIE cc 26 17 'a'
0 846 TSKHIE aa 26 17 'a'
0 846 TSKHIE ab 26 17 'a'
0 846 TSKHIE ac 26 17 'a'
0 846 TSKHIE ba 26 17 'a'
0 846 TSKHIE bb 26 17 'a'
0 846 TSKHIE bc 26 17 'a'
0 846 TSKHIE ca 26 17 'a'
0 846 TSKHIE cb 26 17 'a'
0 846 TSKHIE cc 26 17 'a'
0 847 TSKHIE aa 26 17 'a'
0 847 TSKHIE ab 26 17 'a'
0 847 TSKHIE ac 26 17 'a'
0 847 TSKHIE ba 26 17 'a'
0 847 TSKHIE bb 26 17 'a'
0 847 TSKHIE bc 26 17 'a'
0 847 TSKHIE ca 26 17 'a'
0 847 TSKHIE cb 26 17 'a'
0 847 TSKHIE cc 26 17 'a'
0 848 TSKHIE aa 26 17 'a'
0 848 TSKHIE ab 26 17 'a'
0 848 TSKHIE ac 26 17 'a'
0 848 TSKHIE ba 26 17 'a'
0 848 TSKHIE bb 26 17 'a'
0 848 TSKHIE bc 26 17 'a'
0 848 TSKHIE ca 26 17 'a'
0 848 TSKHIE cb 26 17 'a'
0 848 TSKHIE cc 26 17 'a'
0 849 TSKHIE aa 26 17 'a'
0 849 TSKHIE ab 26 17 'a'
0 849 TSKHIE ac 26 17 'a'
0 849 TSKHIE ba 26 17 'a'
0 849 TSKHIE bb 26 17 'a'
0 849 TSKHIE bc 26 17 'a'
0 849 TSKHIE ca 26 17 'a'
0 849 TSKHIE cb 26 17 'a'
0 849 TSKHIE cc 26 17 'a'
0 850 TSKHIE aa 26 17 'a'
0 850 TSKHIE ab 26 17 'a'
0 850 TSKHIE ac 26 17 'a'
0 850 TSKHIE ba 26 17 'a'
0 850 TSKHIE bb 26 17 'a'
0 850 TSKHIE bc 26 17 'a'
0 850 TSKHIE ca 26 17 'a'
0 850 TSKHIE cb 26 17 'a'
0 850 TSKHIE cc 26 17 'a'
0 851 TSKHIE aa 26 17 'a'
0 851 TSKHIE ab 26 17 'a'
0 851 TSKHIE ac 26 17 'a'
0 851 TSKHIE ba 26 17 'a'
0 851 TSKHIE bb 26 17 'a'
0 851 TSKHIE bc 26 17 'a'
0 851 TSKHIE ca 26 17 'a'
0 851 TSKHIE cb 26 17 'a'
0 851 TSKHIE cc 26 17 'a'
0 852 TSKHIE aa 26 17 'a'
0 852 TSKHIE ab 26 17 'a'
0 852 TSKHIE ac 26 17 'a'
0 852 TSKHIE ba 26 17 'a'
0 852 TSKHIE bb 26 17 'a'
0 852 TSKHIE bc 26 17 'a'
0 852 TSKHIE ca 26 17 'a'
0 852 TSKHIE cb 26 17 'a'
0 852 TSKHIE cc 26 17 'a'
0 853 TSKHIE aa 26 17 'a'
0 853 TSKHIE ab 26 17 'a'
0 853 TSKHIE ac 26 17 'a'
0 853 TSKHIE ba 26 17 'a'
0 853 TSKHIE bb 26 17 'a'
0 853 TSKHIE bc 26 17 'a'
0 853 TSKHIE ca 26 17 'a'
0 853 TSKHIE cb 26 17 'a'
0 853 TSKHIE cc 26 17 'a'
0 854 TSKHIE aa 26 17 'a'
0 854 TSKHIE ab 26 17 'a'
0 854 TSKHIE ac 26 17 'a'
0 854 TSKHIE ba 26 17 'a'
0 854 TSKHIE bb 26 17 'a'
0 854 TSKHIE bc 26 17 'a'
0 854 TSKHIE ca 26 17 'a'
0 854 TSKHIE cb 26 17 'a'
0 854 TSKHIE cc 26 17 'a'
0 855 TSKHIE aa 26 17 'a'
0 855 TSKHIE ab 26 17 'a'
0 855 TSKHIE ac 26 17 'a'
0 855 TSKHIE ba 26 17 'a'
0 855 TSKHIE bb 26 17 'a'
0 855 TSKHIE bc 26 17 'a'
0 855 TSKHIE ca 26 17 'a'
0 855 TSKHIE cb 26 17 'a'
0 855 TSKHIE cc 26 17 'a'
0 856 TSKHIE aa 26 17 'a'
0 856 TSKHIE ab 26 17 'a'
0 856 TSKHIE ac 26 17 'a'
0 856 TSKHIE ba 26 17 'a'
0 856 TSKHIE bb 26 17 'a'
0 856 TSKHIE bc 26 17 'a'
0 856 TSKHIE ca 26 17 'a'
0 856 TSKHIE cb 26 17 'a'
0 856 TSKHIE cc 26 17 'a'
0 857 TSKHIE aa 26 17 'a'
0 857 TSKHIE ab 26 17 'a'
0 857 TSKHIE ac 26 17 'a'
0 857 TSKHIE ba 26 17 'a'
0 857 TSKHIE bb 26 17 'a'
0 857 TSKHIE bc 26 17 'a'
0 857 TSKHIE ca 26 17 'a'
0 857 TSKHIE cb 26 17 'a'
0 857 TSKHIE cc 26 17 'a'
0 858 TSKHIE aa 26 17 'a'
0 858 TSKHIE ab 26 17 'a'
0 858 TSKHIE ac 26 17 'a'
0 858 TSKHIE ba 26 17 'a'
0 858 TSKHIE bb 26 17 'a'
0 858 TSKHIE bc 26 17 'a'
0 858 TSKHIE ca 26 17 'a'
0 858 TSKHIE cb 26 17 'a'
0 858 TSKHIE cc 26 17 'a'
0 859 TSKHIE aa 26 17 'a'
0 859 TSKHIE ab 26 17 'a'
0 859 TSKHIE ac 26 17 'a'
0 859 TSKHIE ba 26 17 'a'
0 859 TSKHIE bb 26 17 'a'
0 859 TSKHIE bc 26 17 'a'
0 859 TSKHIE ca 26 17 'a'
0 859 TSKHIE cb 26 17 'a'
0 859 TSKHIE cc 26 17 'a'
0 860 TSKHIE aa 26 17 'a'
0 860 TSKHIE ab 26 17 'a'
0 860 TSKHIE ac 26 17 'a'
0 860 TSKHIE ba 26 17 'a'
0 860 TSKHIE bb 26 17 'a'
0 860 TSKHIE bc 26 17 'a'
0 860 TSKHIE ca 26 17 'a'
0 860 TSKHIE cb 26 17 'a'
0 860 TSKHIE cc 26 17 'a'
0 861 TSKHIE aa 26 17 'a'
0 861 TSKHIE ab 26 17 'a'
0 861 TSKHIE ac 26 17 'a'
0 861 TSKHIE ba 26 17 'a'
0 861 TSKHIE bb 26 17 'a'
0 861 TSKHIE bc 26 17 'a'
0 861 TSKHIE ca 26 17 'a'
0 861 TSKHIE cb 26 17 'a'
0 861 TSKHIE cc 26 17 'a'
0 862 TSKHIE aa 26 17 'a'
0 862 TSKHIE ab 26 17 'a'
0 862 TSKHIE ac 26 17 'a'
0 862 TSKHIE ba 26 17 'a'
0 862 TSKHIE bb 26 17 'a'
0 862 TSKHIE bc 26 17 'a'
0 862 TSKHIE ca 26 17 'a'
0 862 TSKHIE cb 26 17 'a'
0 862 TSKHIE cc 26 17 'a'
0 863 TSKHIE aa 26 17 'a'
0 863 TSKHIE ab 26 17 'a'
0 863 TSKHIE ac 26 17 'a'
0 863 TSKHIE ba 26 17 'a'
0 863 TSKHIE bb 26 17 'a'
0 863 TSKHIE bc 26 17 'a'
0 863 TSKHIE ca 26 17 'a'
0 863 TSKHIE cb 26 17 'a'
0 863 TSKHIE cc 26 17 'a'
0 864 TSKHIE aa 26 17 'a'
0 864 TSKHIE ab 26 17 'a'
0 864 TSKHIE ac 26 17 'a'
0 864 TSKHIE ba 26 17 'a'
0 864 TSKHIE bb 26 17 'a'
0 864 TSKHIE bc 26 17 'a'
0 864 TSKHIE ca 26 17 'a'
0 864 TSKHIE cb 26 17 'a'
0 864 TSKHIE cc 26 17 'a'
0 865 TSKHIE aa 26 17 'a'
0 865 TSKHIE ab 26 17 'a'
0 865 TSKHIE ac 26 17 'a'
0 865 TSKHIE ba 26 17 'a'
0 865 TSKHIE bb 26 17 'a'
0 865 TSKHIE bc 26 17 'a'
0 865 TSKHIE ca 26 17 'a'
0 865 TSKHIE cb 26 17 'a'
0 865 TSKHIE cc 26 17 'a'
0 866 TSKHIE aa 26 17 'a'
0 866 TSKHIE ab 26 17 'a'
0 866 TSKHIE ac 26 17 'a'
0 866 TSKHIE ba 26 17 'a'
0 866 TSKHIE bb 26 17 'a'
0 866 TSKHIE bc 26 17 'a'
0 866 TSKHIE ca 26 17 'a'
0 866 TSKHIE cb 26 17 'a'
0 866 TSKHIE cc 26 17 'a'
0 867 TSKHIE aa 26 17 'a'
0 867 TSKHIE ab 26 17 'a'
0 867 TSKHIE ac 26 17 'a'
0 867 TSKHIE ba 26 17 'a'
0 867 TSKHIE bb 26 17 'a'
0 867 TSKHIE bc 26 17 'a'
0 867 TSKHIE ca 26 17 'a'
0 867 TSKHIE cb 26 17 'a'
0 867 TSKHIE cc 26 17 'a'
0 868 TSKHIE aa 26 17 'a'
0 868 TSKHIE ab 26 17 'a'
0 868 TSKHIE ac 26 17 'a'
0 868 TSKHIE ba 26 17 'a'
0 868 TSKHIE bb 26 17 'a'
0 868 TSKHIE bc 26 17 'a'
0 868 TSKHIE ca 26 17 'a'
0 868 TSKHIE cb 26 17 'a'
0 868 TSKHIE cc 26 17 'a'
0 869 TSKHIE aa 26 17 'a'
0 869 TSKHIE ab 26 17 'a'
0 869 TSKHIE ac 26 17 'a'
0 869 TSKHIE ba 26 17 'a'
0 869 TSKHIE bb 26 17 'a'
0 869 TSKHIE bc 26 17 'a'
0 869 TSKHIE ca 26 17 'a'
0 869 TSKHIE cb 26 17 'a'
0 869 TSKHIE cc 26 17 'a'
0 870 TSKHIE aa 26 17 'a'
0 870 TSKHIE ab 26 17 'a'
0 870 TSKHIE ac 26 17 'a'
0 870 TSKHIE ba 26 17 'a'
0 870 TSKHIE bb 26 17 'a'
0 870 TSKHIE bc 26 17 'a'
0 870 TSKHIE ca 26 17 'a'
0 870 TSKHIE cb 26 17 'a'
0 870 TSKHIE cc 26 17 'a'
0 871 TSKHIE aa 26 17 'a'
0 871 TSKHIE ab 26 17 'a'
0 871 TSKHIE ac 26 17 'a'
0 871 TSKHIE ba 26 17 'a'
0 871 TSKHIE bb 26 17 'a'
0 871 TSKHIE bc 26 17 'a'
0 871 TSKHIE ca 26 17 'a'
0 871 TSKHIE cb 26 17 'a'
0 871 TSKHIE cc 26 17 'a'
0 872 TSKHIE aa 26 17 'a'
0 872 TSKHIE ab 26 17 'a'
0 872 TSKHIE ac 26 17 'a'
0 872 TSKHIE ba 26 17 'a'
0 872 TSKHIE bb 26 17 'a'
0 872 TSKHIE bc 26 17 'a'
0 872 TSKHIE ca 26 17 'a'
0 872 TSKHIE cb 26 17 'a'
0 872 TSKHIE cc 26 17 'a'
0 873 TSKHIE aa 26 17 'a'
0 873 TSKHIE ab 26 17 'a'
0 873 TSKHIE ac 26 17 'a'
0 873 TSKHIE ba 26 17 'a'
0 873 TSKHIE bb 26 17 'a'
0 873 TSKHIE bc 26 17 'a'
0 873 TSKHIE ca 26 17 'a'
0 873 TSKHIE cb 26 17 'a'
0 873 TSKHIE cc 26 17 'a'
0 874 TSKHIE aa 26 17 'a'
0 874 TSKHIE ab 26 17 'a'
0 874 TSKHIE ac 26 17 'a'
0 874 TSKHIE ba 26 17 'a'
0 874 TSKHIE bb 26 17 'a'
0 874 TSKHIE bc 26 17 'a'
0 874 TSKHIE ca 26 17 'a'
0 874 TSKHIE cb 26 17 'a'
0 874 TSKHIE cc 26 17 'a'
0 875 TSKHIE aa 26 17 'a'
0 875 TSKHIE ab 26 17 'a'
0 875 TSKHIE ac 26 17 'a'
0 875 TSKHIE ba 26 17 'a'
0 875 TSKHIE bb 26 17 'a'
0 875 TSKHIE bc 26 17 'a'
0 875 TSKHIE ca 26 17 'a'
0 875 TSKHIE cb 26 17 'a'
0 875 TSKHIE cc 26 17 'a'
0 876 TSKHIE aa 26 17 'a'
0 876 TSKHIE ab 26 17 'a'
0 876 TSKHIE ac 26 17 'a'
0 876 TSKHIE ba 26 17 'a'
0 876 TSKHIE bb 26 17 'a'
0 876 TSKHIE bc 26 17 'a'
0 876 TSKHIE ca 26 17 'a'
0 876 TSKHIE cb 26 17 'a'
0 876 TSKHIE cc 26 17 'a'
0 877 TSKHIE aa 26 17 'a'
0 877 TSKHIE ab 26 17 'a'
0 877 TSKHIE ac 26 17 'a'
0 877 TSKHIE ba 26 17 'a'
0 877 TSKHIE bb 26 17 'a'
0 877 TSKHIE bc 26 17 'a'
0 877 TSKHIE ca 26 17 'a'
0 877 TSKHIE cb 26 17 'a'
0 877 TSKHIE cc 26 17 'a'
0 878 TSKHIE aa 26 17 'a'
0 878 TSKHIE ab 26 17 'a'
0 878 TSKHIE ac 26 17 'a'
0 878 TSKHIE ba 26 17 'a'
0 878 TSKHIE bb 26 17 'a'
0 878 TSKHIE bc 26 17 'a'
0 878 TSKHIE ca 26 17 'a'
0 878 TSKHIE cb 26 17 'a'
0 878 TSKHIE cc 26 17 'a'
0 879 TSKHIE aa 26 17 'a'
0 879 TSKHIE ab 26 17 'a'
0 879 TSKHIE ac 26 17 'a'
0 879 TSKHIE ba 26 17 'a'
0 879 TSKHIE bb 26 17 'a'
0 879 TSKHIE bc 26 17 'a'
0 879 TSKHIE ca 26 17 'a'
0 879 TSKHIE cb 26 17 'a'
0 879 TSKHIE cc 26 17 'a'
0 880 TSKHIE aa 26 17 'a'
0 880 TSKHIE ab 26 17 'a'
0 880 TSKHIE ac 26 17 'a'
0 880 TSKHIE ba 26 17 'a'
0 880 TSKHIE bb 26 17 'a'
0 880 TSKHIE bc 26 17 'a'
0 880 TSKHIE ca 26 17 'a'
0 880 TSKHIE cb 26 17 'a'
0 880 TSKHIE cc 26 17 'a'
0 881 TSKHIE aa 26 17 'a'
0 881 TSKHIE ab 26 17 'a'
0 881 TSKHIE ac 26 17 'a'
0 881 TSKHIE ba 26 17 'a'
0 881 TSKHIE bb 26 17 'a'
0 881 TSKHIE bc 26 17 'a'
0 881 TSKHIE ca 26 17 'a'
0 881 TSKHIE cb 26 17 'a'
0 881 TSKHIE cc 26 17 'a'
0 882 TSKHIE aa 26 17 'a'
0 882 TSKHIE ab 26 17 'a'
0 882 TSKHIE ac 26 17 'a'
0 882 TSKHIE ba 26 17 'a'
0 882 TSKHIE bb 26 17 'a'
0 882 TSKHIE bc 26 17 'a'
0 882 TSKHIE ca 26 17 'a'
0 882 TSKHIE cb 26 17 'a'
0 882 TSKHIE cc 26 17 'a'
0 883 TSKHIE aa 26 17 'a'
0 883 TSKHIE ab 26 17 'a'
0 883 TSKHIE ac 26 17 'a'
0 883 TSKHIE ba 26 17 'a'
0 883 TSKHIE bb 26 17 'a'
0 883 TSKHIE bc 26 17 'a'
0 883 TSKHIE ca 26 17 'a'
0 883 TSKHIE cb 26 17 'a'
0 883 TSKHIE cc 26 17 'a'
0 884 TSKHIE aa 26 17 'a'
0 884 TSKHIE ab 26 17 'a'
0 884 TSKHIE ac 26 17 'a'
0 884 TSKHIE ba 26 17 'a'
0 884 TSKHIE bb 26 17 'a'
0 884 TSKHIE bc 26 17 'a'
0 884 TSKHIE ca 26 17 'a'
0 884 TSKHIE cb 26 17 'a'
0 884 TSKHIE cc 26 17 'a'
0 885 TSKHIE aa 26 17 'a'
0 885 TSKHIE ab 26 17 'a'
0 885 TSKHIE ac 26 17 'a'
0 885 TSKHIE ba 26 17 'a'
0 885 TSKHIE bb 26 17 'a'
0 885 TSKHIE bc 26 17 'a'
0 885 TSKHIE ca 26 17 'a'
0 885 TSKHIE cb 26 17 'a'
0 885 TSKHIE cc 26 17 'a'
0 886 TSKHIE aa 26 17 'a'
0 886 TSKHIE ab 26 17 'a'
0 886 TSKHIE ac 26 17 'a'
0 886 TSKHIE ba 26 17 'a'
0 886 TSKHIE bb 26 17 'a'
0 886 TSKHIE bc 26 17 'a'
0 886 TSKHIE ca 26 17 'a'
0 886 TSKHIE cb 26 17 'a'
0 886 TSKHIE cc 26 17 'a'
0 887 TSKHIE aa 26 17 'a'
0 887 TSKHIE ab 26 17 'a'
0 887 TSKHIE ac 26 17 'a'
0 887 TSKHIE ba 26 17 'a'
0 887 TSKHIE bb 26 17 'a'
0 887 TSKHIE bc 26 17 'a'
0 887 TSKHIE ca 26 17 'a'
0 887 TSKHIE cb 26 17 'a'
0 887 TSKHIE cc 26 17 'a'
0 888 TSKHIE aa 26 17 'a'
0 888 TSKHIE ab 26 17 'a'
0 888 TSKHIE ac 26 17 'a'
0 888 TSKHIE ba 26 17 'a'
0 888 TSKHIE bb 26 17 'a'
0 888 TSKHIE bc 26 17 'a'
0 888 TSKHIE ca 26 17 'a'
0 888 TSKHIE cb 26 17 'a'
0 888 TSKHIE cc 26 17 'a'
0 889 TSKHIE aa 26 17 'a'
0 889 TSKHIE ab 26 17 'a'
0 889 TSKHIE ac 26 17 'a'
0 889 TSKHIE ba 26 17 'a'
0 889 TSKHIE bb 26 17 'a'
0 889 TSKHIE bc 26 17 'a'
0 889 TSKHIE ca 26 17 'a'
0 889 TSKHIE cb 26 17 'a'
0 889 TSKHIE cc 26 17 'a'
0 890 TSKHIE aa 26 17 'a'
0 890 TSKHIE ab 26 17 'a'
0 890 TSKHIE ac 26 17 'a'
0 890 TSKHIE ba 26 17 'a'
0 890 TSKHIE bb 26 17 'a'
0 890 TSKHIE bc 26 17 'a'
0 890 TSKHIE ca 26 17 'a'
0 890 TSKHIE cb 26 17 'a'
0 890 TSKHIE cc 26 17 'a'
0 891 TSKHIE aa 26 17 'a'
0 891 TSKHIE ab 26 17 'a'
0 891 TSKHIE ac 26 17 'a'
0 891 TSKHIE ba 26 17 'a'
0 891 TSKHIE bb 26 17 'a'
0 891 TSKHIE bc 26 17 'a'
0 891 TSKHIE ca 26 17 'a'
0 891 TSKHIE cb 26 17 'a'
0 891 TSKHIE cc 26 17 'a'
0 892 TSKHIE aa 26 17 'a'
0 892 TSKHIE ab 26 17 'a'
0 892 TSKHIE ac 26 17 'a'
0 892 TSKHIE ba 26 17 'a'
0 892 TSKHIE bb 26 17 'a'
0 892 TSKHIE bc 26 17 'a'
0 892 TSKHIE ca 26 17 'a'
0 892 TSKHIE cb 26 17 'a'
0 892 TSKHIE cc 26 17 'a'
0 893 TSKHIE aa 26 17 'a'
0 893 TSKHIE ab 26 17 'a'
0 893 TSKHIE ac 26 17 'a'
0 893 TSKHIE ba 26 17 'a'
0 893 TSKHIE bb 26 17 'a'
0 893 TSKHIE bc 26 17 'a'
0 893 TSKHIE ca 26 17 'a'
0 893 TSKHIE cb 26 17 'a'
0 893 TSKHIE cc 26 17 'a'
0 894 TSKHIE aa 26 17 'a'
0 894 TSKHIE ab 26 17 'a'
0 894 TSKHIE ac 26 17 'a'
0 894 TSKHIE ba 26 17 'a'
